Manufacturer,MFR Part #,Product Description, Retail / MSRP , Dealer Actual Cost ,Dealers Discount from list, Proposed GSA Price (w/o IFF fee) ,GSA Discount % from List, Proposed GSA Price (with IFF of .75%) ,Country of Origin,Warranty
LRG TECH,MPS-OPT-CAM-MOUNT-K,"MOBILE PRO SYSTEMS ACCY, STOCK CAMERA MOUNT KIT",$321.75 ,$214.50 ,33%,$257.29 ,21%,$255.36 ,USA,1 Year
LRG TECH,MPS-OPT-CM-AXIS-K,"MOBILE PRO SYSTEMS ACCY, CAMERA MOUNT THREADED W/camera HUB KIT",$416.25 ,$277.50 ,33%,$332.85 ,21%,$330.36 ,USA,1 Year
LRG TECH,MPS-OPT-CAM-ARM-K,"MOBILE PRO SYSTEMS ACCY, ADDITIONAL CAMERA - SGL. CAM ARM KIT",$270.00 ,$180.00 ,33%,$215.91 ,21%,$214.29 ,USA,1 Year
LRG TECH,MPS-LIC-EDGE,"MOBILE PRO SYSTEMS ACCY,   CAMERA EDGE LIC",$416.25 ,$277.50 ,33%,$332.85 ,21%,$330.36 ,USA,1 Year
LRG TECH,MPS-LIC-CAM ,"MOBILE PRO SYSTEMS ACCY,   COMPUTER LIC",$302.85 ,$201.90 ,33%,$242.17 ,21%,$240.36 ,USA,1 Year
LRG TECH,MPS-OPT-HWM ,"MOBILE PRO SYSTEMS ACCY, MPS HARDWARE MOUNTING PLATE",$79.88 ,$53.25 ,33%,$63.87 ,21%,$63.39 ,USA,1 Year
LRG TECH,MPS-COM-CP-IBR600,"MOBILE PRO SYSTEMS ACCY,   CELLULAR MODEM WITH WI-FI ACCESS PROGRAMMING AND INTEGRATION","$1,571.40 ","$1,047.60 ",33%,"$1,256.57 ",21%,"$1,247.14 ",USA,1 Year
LRG TECH,MPS-COM-ANT-2.4-O-K,"MOBILE PRO SYSTEMS ACCY, 2.4 GHZ MARINE ANTENNA 12DBI 24"" KIT",$315.00 ,$210.00 ,33%,$251.89 ,21%,$250.00 ,USA,1 Year
LRG TECH,MPS-COM-UB-NANO-K,"MOBILE PRO SYSTEMS ACCY, UBNT NANO W/BRACKET 2.4, 5GHZ KIT",$210.00 ,$140.00 ,33%,$167.93 ,21%,$166.67 ,USA,1 Year
LRG TECH,MPS-COM-FM-1200-K,"MOBILE PRO SYSTEMS ACCY, FLUIDMESH RADIO WITH BRACKET KIT","$1,323.00 ",$882.00 ,33%,"$1,057.93 ",21%,"$1,050.00 ",USA,1 Year
LRG TECH,MPS-COM-FM-5 ,"MOBILE PRO SYSTEMS ACCY, 5 Mbit THROUGHPUT FEATURE ",$739.20 ,$492.80 ,33%,$591.10 ,21%,$586.67 ,USA,1 Year
LRG TECH,MPS-COM-FM-10,"MOBILE PRO SYSTEMS ACCY, 10 Mbit THROUGHPUT FEATURE ","$1,092.00 ",$728.00 ,33%,$873.22 ,21%,$866.67 ,USA,1 Year
LRG TECH,MPS-COMP-I3-500-K,"MOBILE PRO SYSTEMS ACCY, LAPTOP SERVER - I3/500GB KIT","$1,950.90 ","$1,300.60 ",33%,"$1,560.03 ",21%,"$1,548.33 ",USA,1 Year
LRG TECH,MPS-COMP-I3-1TB-K,"MOBILE PRO SYSTEMS ACCY, LAPTOP SERVER - I3/1TB KIT","$2,202.90 ","$1,468.60 ",33%,"$1,761.54 ",21%,"$1,748.33 ",USA,1 Year
LRG TECH,MPS-AUDIO-DA-KIT,"MOBILE PRO SYSTEMS ACCY, DIGITAL ACOUSTICS 2-WAY AUDIO W/SPEAKER","$1,646.40 ","$1,097.60 ",33%,"$1,316.54 ",21%,"$1,306.67 ",USA,1 Year
LRG TECH,MPS-AUDIO-AX-KIT,"MOBILE PRO SYSTEMS ACCY, Using the camera P8221 Spkr config",$546.00 ,$364.00 ,33%,$436.61 ,21%,$433.33 ,USA,1 Year
LRG TECH,MPS-COM-P8221,"MOBILE PRO SYSTEMS ACCY, camera Network I/O Expand. Module ",$735.00 ,$490.00 ,33%,$587.74 ,21%,$583.33 ,USA,1 Year
LRG TECH,MPS-SW-8-NET,"MOBILE PRO SYSTEMS ACCY, NETGEAR 8 PORT SWITCH",$134.40 ,$89.60 ,33%,$107.47 ,21%,$106.67 ,USA,1 Year
LRG TECH,MPS-SW-ROCKET-8,"MOBILE PRO SYSTEMS ACCY, COMTROL ROCKET HARDENED 8 PORT SWITCH",$627.90 ,$418.60 ,33%,$502.10 ,21%,$498.33 ,USA,1 Year
LRG TECH,MPS-SW-BB-8PORT,"MOBILE PRO SYSTEMS ACCY, BLACK BOX EXTREME HARDENED 8 PORT SWITCH",$753.90 ,$502.60 ,33%,$602.85 ,21%,$598.33 ,USA,1 Year
LRG TECH,MPS-VZ-5G,"MOBILE PRO SYSTEMS ACCY, MONTHLY 5 GIG CELLULAR SERVICE (VERIZON) FOR MOBILE SURVEILLANCE",$144.00 ,$96.00 ,33%,$115.15 ,21%,$114.29 ,USA,1 Year
LRG TECH,MPS-RVTS-SRV   ,"MOBILE PRO SYSTEMS ACCY, MONTHLY VPN SERVICE",$43.88 ,$29.25 ,33%,$35.08 ,21%,$34.82 ,USA,1 Year
LRG TECH,MPS-PBS,"MOBILE PRO SYSTEMS ACCY, MONTHLY POWER BROKER SERVICE",$18.00 ,$12.00 ,33%,$14.39 ,21%,$14.29 ,USA,1 Year
LRG TECH,MPS-CUST-INSTALL,"MOBILE PRO SYSTEMS ACCY, INSTALL CUSTOMER PRODUCT CHARGE",$337.50 ,$225.00 ,33%,$269.88 ,21%,$267.86 ,USA,1 Year
LRG TECH,MPS-SENS-HX-40DAM-K,"MOBILE PRO SYSTEMS ACCY, Optex / PIR/Micro 26' x45? wide KIT",$405.00 ,$270.00 ,33%,$323.86 ,21%,$321.43 ,USA,1 Year
LRG TECH,MPS-SENS-HX-40RAMi-K,"MOBILE PRO SYSTEMS ACCY, BATTERY OPERATED KIT",$472.50 ,$315.00 ,33%,$377.83 ,21%,$375.00 ,USA,1 Year
LRG TECH,MPS-SENS-LX-80N-K,"MOBILE PRO SYSTEMS ACCY, Optex 80'x10' narrow KIT",$247.50 ,$165.00 ,33%,$197.91 ,21%,$196.43 ,USA,1 Year
LRG TECH,MPS-SENS-LX-402   -K,"MOBILE PRO SYSTEMS ACCY, Optex 120DEG WIDE X 40' KIT",$247.50 ,$165.00 ,33%,$197.91 ,21%,$196.43 ,USA,1 Year
LRG TECH,MPS-SENS-SIP-100-K,"MOBILE PRO SYSTEMS ACCY, Optex  RedWall 330'x10' KIT","$1,611.00 ","$1,074.00 ",33%,"$1,288.23 ",21%,"$1,278.57 ",USA,1 Year
LRG TECH,MPS-SENS-AX-650TF-K,"MOBILE PRO SYSTEMS ACCY, Optex outdoor photo detector pair KIT","$1,001.25 ",$667.50 ,33%,$800.65 ,21%,$794.64 ,USA,1 Year
LRG TECH,MPS-SENS-REDSCAN-K,"MOBILE PRO SYSTEMS ACCY, Optex RedScan KIT","$6,403.13 ","$4,268.75 ",33%,"$5,120.25 ",21%,"$5,081.85 ",USA,1 Year
LRG TECH,MPS-SENC-OPTRS-BKT ,"MOBILE PRO SYSTEMS ACCY, Optex Adjustable Bracket (RedScan)",$675.00 ,$450.00 ,33%,$539.76 ,21%,$535.71 ,USA,1 Year
LRG TECH,MPS-TM-STROBE ,"MOBILE PRO SYSTEMS ACCY, LED STROBE LIGHT KIT",$749.25 ,$499.50 ,33%,$599.14 ,21%,$594.64 ,USA,1 Year
LRG TECH,MPS-BODY-STROBE ,"MOBILE PRO SYSTEMS ACCY, 6 LED BODY STROBE LIGHT KIT W/WIRE HARNESS","$1,057.50 ",$705.00 ,33%,$845.63 ,21%,$839.29 ,USA,1 Year
LRG TECH,MPS-MM-L-40DAM-K,"MOBILE PRO SYSTEMS ACCY, 3 PIR - LED LIGHT KIT W/OPTEX HX40DAM KIT","$2,162.25 ","$1,441.50 ",33%,"$1,729.04 ",21%,"$1,716.07 ",USA,1 Year
LRG TECH,MPS-MM-L-LX802 -K,"MOBILE PRO SYSTEMS ACCY, 3 PIR - LED LIGHT KIT W/OPTEX LX802N KIT","$1,818.00 ","$1,212.00 ",33%,"$1,453.76 ",21%,"$1,442.86 ",USA,1 Year
LRG TECH,MPS-MM-L-LX402 -K,"MOBILE PRO SYSTEMS ACCY, 3 PIR -  W/OPTEX402 KIT","$1,651.50 ","$1,101.00 ",33%,"$1,320.62 ",21%,"$1,310.71 ",USA,1 Year
LRG TECH,MPS-MM-L-SIP-3020-K,"MOBILE PRO SYSTEMS ACCY, 3 PIR / OPTEX SIP-3020-K","$3,930.75 ","$2,620.50 ",33%,"$3,143.22 ",21%,"$3,119.64 ",USA,1 Year
LRG TECH,MPS-TM-LIGHT-BAR-KIT  ,"MOBILE PRO SYSTEMS ACCY, TOP MAST 2-42"" LED FLOOD LIGHT KIT","$1,624.50 ","$1,083.00 ",33%,"$1,299.03 ",21%,"$1,289.29 ",USA,1 Year
LRG TECH,MPS-HD-JACK  ,"MOBILE PRO SYSTEMS ACCY, HEAVY DUTY FRONT WHEEL JACK",$423.00 ,$282.00 ,33%,$338.25 ,21%,$335.71 ,USA,1 Year
LRG TECH,MPS-3400-STORAGE ,"MOBILE PRO SYSTEMS ACCY, ROLLOUT STORAGE CONTAINER ",$715.50 ,$477.00 ,33%,$572.15 ,21%,$567.86 ,USA,1 Year
LRG TECH,MPS-CAM-RACK  ,"MOBILE PRO SYSTEMS ACCY, 4 CAMERA INTERNAL STORAGE RACK ",$225.00 ,$150.00 ,33%,$179.92 ,21%,$178.57 ,USA,1 Year
LRG TECH,MPS-OPT-WHEEL-CHOCKS,"MOBILE PRO SYSTEMS ACCY, WHEEL CHOCKS WITH MOUNTING BRACKETS",$675.09 ,$450.06 ,33%,$539.83 ,21%,$535.79 ,USA,1 Year
LRG TECH,MPS-OPT-HQ-WINCH,"MOBILE PRO SYSTEMS ACCY, QUIET WINCH UPGRADE ","$1,435.20 ",$956.80 ,33%,"$1,147.66 ",21%,"$1,139.05 ",USA,1 Year
LRG TECH,MPS-OPT-PO-DRAWER  ,"MOBILE PRO SYSTEMS ACCY, EXTRA PULLOUT SHELF W/HARDWARE",$276.75 ,$184.50 ,33%,$221.30 ,21%,$219.64 ,USA,1 Year
LRG TECH,MPS-OPT-10U-UP ,"MOBILE PRO SYSTEMS ACCY, 10U RACK UPGRADE ",$517.50 ,$345.00 ,33%,$413.82 ,21%,$410.71 ,USA,1 Year
LRG TECH,MPS-OPT-10U -2ND,"MOBILE PRO SYSTEMS ACCY, 2ND 10U RACK UPGRADE","$1,120.50 ",$747.00 ,33%,$896.01 ,21%,$889.29 ,USA,1 Year
LRG TECH,MPS-OPT-TRIPOD  ,"MOBILE PRO SYSTEMS ACCY, TRIPOD SYSTEM 2CAM T BAR","$1,237.50 ",$825.00 ,33%,$989.56 ,21%,$982.14 ,USA,1 Year
LRG TECH,MPS-OPT-SAFETY-RIBBON,"MOBILE PRO SYSTEMS ACCY, SINGLE 30' SAFETY RIBBON KIT W/STANDARDS",$544.50 ,$363.00 ,33%,$435.41 ,21%,$432.14 ,USA,1 Year
LRG TECH,MPS-OPT-SAFETY-RIBBON X 15,"MOBILE PRO SYSTEMS ACCY, DOUBLE 15' SAFETY RIBBON KIT W/STANDARDS",$544.50 ,$363.00 ,33%,$435.41 ,21%,$432.14 ,USA,1 Year
LRG TECH,MPS-OPT-CAB-REEL-100 ,"MOBILE PRO SYSTEMS ACCY, CABLE REEL 100' OUTDOOR CABLE ",$416.25 ,$277.50 ,33%,$332.85 ,21%,$330.36 ,USA,1 Year
LRG TECH,MPS-OPT-SPARE  ,"MOBILE PRO SYSTEMS ACCY, Spare Tire ",$713.25 ,$475.50 ,33%,$570.35 ,21%,$566.07 ,USA,1 Year
LRG TECH,MPS-OPT-WS   ,"MOBILE PRO SYSTEMS ACCY, WEATHER STATION","$1,606.50 ","$1,071.00 ",33%,"$1,284.63 ",21%,"$1,275.00 ",USA,1 Year
LRG TECH,MPS-OPT-SOLAR-400W  ,"MOBILE PRO SYSTEMS ACCY, 400W SOLAR SYSTEM 3400 KIT","$4,225.50 ","$2,817.00 ",33%,"$3,378.91 ",21%,"$3,353.57 ",USA,1 Year
LRG TECH,MPS-OPT-SOLAR-200-NT  ,"MOBILE PRO SYSTEMS ACCY, 3400 NON-TILT MOUNT KIT","$2,667.60 ","$1,778.40 ",33%,"$2,133.14 ",21%,"$2,117.14 ",USA,1 Year
