Manufacturer,MFR Part #,Product Description,Retail / MSRP,Dealer Actual Cost,Dealers Discount from list,Proposed GSA Price (w/o IFF fee),GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
BERK-TEK,10064549,"LANMark 2000 4 pair Enhanced CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Plenum, Yellow",$990.00,0,0,$608.22,0,0,US,1 Year
BERK-TEK,10065416,"LANMark 2000 4 pair Enhanced CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Plenum, Green",$990.00,0,0,$608.22,0,0,US,1 Year
BERK-TEK,10065417,"LANMark 2000 4 pair Enhanced CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Plenum, Light Gray",$990.00,0,0,$608.22,0,0,US,1 Year
BERK-TEK,10065418,"LANMark 2000 4 pair Enhanced CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Riser,  Blue",$408.00,0,0,$250.66,0,0,US,1 Year
BERK-TEK,10065419,"LANMark 2000 4 pair Enhanced CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Riser,  White",$408.00,0,0,$250.66,0,0,US,1 Year
BERK-TEK,10065420,"LANMark 2000 4 pair Enhanced CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Riser,  Light Gray",$408.00,0,0,$250.66,0,0,US,1 Year
BERK-TEK,10065421,"LANMark 2000 4 pair Enhanced CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Riser,  Yellow",$408.00,0,0,$250.66,0,0,US,1 Year
BERK-TEK,10065422,"LANMark 2000 4 pair Enhanced CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Riser,  Green",$408.00,0,0,$250.66,0,0,US,1 Year
BERK-TEK,10130484,"LANMark 10G Augmented CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Reel, Plenum, Blue","$1,320.00",0,0,$810.96,0,0,US,1 Year
BERK-TEK,10132983,"LANMark 6 4pair Minimally Compliant CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Plenum, Gray",$574.00,0,0,$352.64,0,0,US,1 Year
BERK-TEK,10136230,"LANMark 6 4pair Minimally Compliant CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Plenum, White",$574.00,0,0,$352.64,0,0,US,1 Year
BERK-TEK,10136266,"LANMark 6 4pair Minimally Compliant CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Plenum, Blue",$574.00,0,0,$352.64,0,0,US,1 Year
BERK-TEK,10136341,"LANMark 6 4pair Minimally Compliant CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Riser, Gray",$290.00,0,0,$178.17,0,0,US,1 Year
BERK-TEK,10136342,"LANMark 6 4pair Minimally Compliant CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Riser, Blue",$290.00,0,0,$178.17,0,0,US,1 Year
BERK-TEK,10136343,"LANMark 6 4pair Minimally Compliant CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Riser, White",$290.00,0,0,$178.17,0,0,US,1 Year
BERK-TEK,10136748,"LANMark 6 4pair Minimally Compliant CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Plenum, Green",$574.00,0,0,$352.64,0,0,US,1 Year
BERK-TEK,10136749,"LANMark 6 4pair Minimally Compliant CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Plenum, Yellow",$574.00,0,0,$352.64,0,0,US,1 Year
BERK-TEK,10137183,"LANMark 10G Augmented CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Reel, Plenum, Light Gray","$1,320.00",0,0,$810.96,0,0,US,1 Year
BERK-TEK,10137384,"LANMark 10G Augmented CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Reel, Plenum, White","$1,320.00",0,0,$810.96,0,0,US,1 Year
BERK-TEK,10137385,"LANMark 10G Augmented CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Reel, Plenum, Yellow","$1,320.00",0,0,$810.96,0,0,US,1 Year
BERK-TEK,10137694,"LANMark 10G Augmented CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Reel, Plenum, Green","$1,320.00",0,0,$810.96,0,0,US,1 Year
BERK-TEK,10137700,"LANMark 10G Augmented CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Reel, Riser, Blue",$606.00,0,0,$372.30,0,0,US,1 Year
BERK-TEK,10137701,"LANMark 10G Augmented CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Reel, Riser, Light Gray",$606.00,0,0,$372.30,0,0,US,1 Year
BERK-TEK,10137702,"LANMark 10G Augmented CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Reel, Riser, Green",$606.00,0,0,$372.30,0,0,US,1 Year
BERK-TEK,10137703,"LANMark 10G Augmented CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Reel, Riser, White",$606.00,0,0,$372.30,0,0,US,1 Year
BERK-TEK,10137706,"LANMark 10G Augmented CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Reel, Riser, Yellow",$606.00,0,0,$372.30,0,0,US,1 Year
BERK-TEK,20032090,"LANMark 1000 4 pair CAT6, CAT 6, CATEGORY 6 COPPER CABLE, Tek Pak Box, Plenum, Yellow",$740.00,0,0,$454.63,0,0,US,1 Year
BERK-TEK,ICP002CB3510/25,"2 strand Tight Buffered Plenum FIBER OPTIC CABLE, 62.5 micron",$0.51,0,0,$0.31,0,0,US,1 Year
BERK-TEK,ICP002EB3010/25,"2 strand Tight Buffered Plenum FIBER OPTIC CABLE, 50micron Laser Optimized",$0.55,0,0,$0.34,0,0,US,1 Year
BERK-TEK,ICR002CB2510/25,"2 strand Tight Buffered Riser FIBER OPTIC CABLE, 62.5 micron",$0.43,0,0,$0.26,0,0,US,1 Year
BERK-TEK,LTP006AB0403,"6 strand Loose Tube Plenum FIBER OPTIC CABLE, Indoor/Outdoor, Singlemode",$0.71,0,0,$0.43,0,0,US,1 Year
BERK-TEK,LTP006CB3510/25,"6 strand Loose Tube Plenum FIBER OPTIC CABLE, Indoor/Outdoor, 62.5 micron",$1.18,0,0,$0.73,0,0,US,1 Year
BERK-TEK,LTP006EB3010/25,"6 strand Loose Tube Plenum FIBER OPTIC CABLE, Indoor/Outdoor, 50 micron Laser Optimized",$1.19,0,0,$0.73,0,0,US,1 Year
BERK-TEK,LTP012AB0403,"12 strand Loose Tube Plenum FIBER OPTIC CABLE, Indoor/Outdoor, Singlemode",$0.82,0,0,$0.50,0,0,US,1 Year
BERK-TEK,LTP012CB3510/25,"12 strand Loose Tube Plenum FIBER OPTIC CABLE, Indoor/Outdoor, 62.5 micron",$1.99,0,0,$1.22,0,0,US,1 Year
BERK-TEK,LTP012EB3010/25,"12 strand Loose Tube Plenum FIBER OPTIC CABLE, Indoor/Outdoor, 50 micron Laser Optimized",$2.10,0,0,$1.29,0,0,US,1 Year
BERK-TEK,LTP0X024AB0403,"24 strand Loose Tube Plenum FIBER OPTIC CABLE, Indoor/Outdoor, Singlemode",$1.94,0,0,$1.19,0,0,US,1 Year
BERK-TEK,LTP0X024CB3510/25,"24 strand Loose Tube Plenum FIBER OPTIC CABLE, Indoor/Outdoor, 62.5 micron",$3.63,0,0,$2.23,0,0,US,1 Year
BERK-TEK,LTP0X024EB3010/25,"24 strand Loose Tube Plenum FIBER OPTIC CABLE, Indoor/Outdoor, 50 micron Laser Optimized",$4.77,0,0,$2.93,0,0,US,1 Year
BERK-TEK,LTR006CB3510/25,"6 strand Loose Tube Riser FIBER OPTIC CABLE, Indoor/Outdoor, 62.5 micron",$1.05,0,0,$0.65,0,0,US,1 Year
BERK-TEK,LTR006EB3010/25,"6 strand Loose Tube Riser FIBER OPTIC CABLE, Indoor/Outdoor, 50 micron Laser Optimized",$1.18,0,0,$0.72,0,0,US,1 Year
BERK-TEK,LTR012AB0403,"12 strand Loose Tube Riser FIBER OPTIC CABLE, Indoor/Outdoor, Singlemode",$0.54,0,0,$0.33,0,0,US,1 Year
BERK-TEK,LTR012CB3510/25,"12 strand Loose Tube Riser FIBER OPTIC CABLE, Indoor/Outdoor, 62.5 micron",$1.82,0,0,$1.12,0,0,US,1 Year
BERK-TEK,LTR012EB3010/25,"12 strand Loose Tube Riser FIBER OPTIC CABLE, Indoor/Outdoor, 50 micron Laser Optimized",$2.06,0,0,$1.26,0,0,US,1 Year
BERK-TEK,LTR0X024AB0403,"24 strand Loose Tube Riser FIBER OPTIC CABLE, Indoor/Outdoor, Singlemode",$1.16,0,0,$0.72,0,0,US,1 Year
BERK-TEK,LTR0X024CB3510/25,"24 strand Loose Tube Riser FIBER OPTIC CABLE, Indoor/Outdoor, 62.5 micron",$2.74,0,0,$1.68,0,0,US,1 Year
BERK-TEK,LTR0X024EB3010/25,"24 strand Loose Tube Riser FIBER OPTIC CABLE, Indoor/Outdoor, 50 micron Laser Optimized",$4.55,0,0,$2.79,0,0,US,1 Year
BERK-TEK,PDP006AB0707,"6 strand Tight Buffered Plenum FIBER OPTIC CABLE, Singlemode",$0.48,0,0,$0.29,0,0,US,1 Year
BERK-TEK,PDP006CB3510/25,"6 strand Tight Buffered Plenum FIBER OPTIC CABLE, 62.5 micron",$1.06,0,0,$0.65,0,0,US,1 Year
BERK-TEK,PDP006EB3010/25,"6 strand Tight Buffered Plenum FIBER OPTIC CABLE, 50 micron laser Optimized",$1.32,0,0,$0.81,0,0,US,1 Year
BERK-TEK,PDP012AB0707,"12 strand Tight Buffered Plenum FIBER OPTIC CABLE, Singlemode",$1.04,0,0,$0.64,0,0,US,1 Year
BERK-TEK,PDP012CB3510/25,"12 strand Tight Buffered Plenum FIBER OPTIC CABLE, 62.5 micron",$2.02,0,0,$1.24,0,0,US,1 Year
BERK-TEK,PDP012EB3010/25,"12 strand Tight Buffered Plenum FIBER OPTIC CABLE, 50 micron Laser Optimized",$2.74,0,0,$1.68,0,0,US,1 Year
BERK-TEK,PDP024CB3510/25,"24 strand Tight Buffered Plenum FIBER OPTIC CABLE, 62.5 micron",$4.13,0,0,$2.54,0,0,US,1 Year
BERK-TEK,PDP024EB3010/25,"24 strand Tight Buffered Plenum FIBER OPTIC CABLE, 50 micron Laser Optimized",$5.38,0,0,$3.31,0,0,US,1 Year
BERK-TEK,PDPK006CB3510/25,"6 strand Tight Buffered Plenum Armored FIBER OPTIC CABLE, 62.5 micron",$2.59,0,0,$1.59,0,0,US,1 Year
BERK-TEK,PDPK006EB3010/25,"6 strand Tight Buffered Plenum Armored FIBER OPTIC CABLE, 50 micron Laser Optimized",$2.78,0,0,$1.71,0,0,US,1 Year
BERK-TEK,PDPK012AB0707,"12 strand Tight Buffered Plenum Armored FIBER OPTIC CABLE, Singlemode",$2.03,0,0,$1.25,0,0,US,1 Year
BERK-TEK,PDPK012CB3510/25,"12 strand Tight Buffered Plenum Armored FIBER OPTIC CABLE, 62.5 micron",$3.47,0,0,$2.13,0,0,US,1 Year
BERK-TEK,PDPK012EB3010/25,"12 strand Tight Buffered Plenum Armored FIBER OPTIC CABLE, 50 micron Laser Optimized",$3.99,0,0,$2.45,0,0,US,1 Year
BERK-TEK,PDPK024CB3510/25,"24 strand Tight Buffered Armored Plenum FIBER OPTIC CABLE, 62.5 micron",$5.51,0,0,$3.38,0,0,US,1 Year
BERK-TEK,PDPK024EB3010/25,"24 strand Tight Buffered Armored Plenum FIBER OPTIC CABLE, 50 micron Laser Optimized",$6.62,0,0,$4.07,0,0,US,1 Year
BERK-TEK,PDR006AB0707,"6 strand Tight Buffered Riser FIBER OPTIC CABLE, Singlemode",$0.42,0,0,$0.26,0,0,US,1 Year
BERK-TEK,PDR006CB3510/25,"6 strand Tight Buffered Riser FIBER OPTIC CABLE, 62.5 micron",$0.89,0,0,$0.55,0,0,US,1 Year
BERK-TEK,PDR012AB0707,"12 strand Tight Buffered Riser FIBER OPTIC CABLE, Singlemode",$0.77,0,0,$0.47,0,0,US,1 Year
BERK-TEK,PDR012CB3510/25,"12 strand Tight Buffered Riser FIBER OPTIC CABLE, 62.5 micron",$1.69,0,0,$1.04,0,0,US,1 Year
BERK-TEK,PDR024AB0707,"24 strand Tight Buffered Riser FIBER OPTIC CABLE, Singlemode",$1.60,0,0,$0.98,0,0,US,1 Year
BERK-TEK,PDR024CB3510/25,24 strand Tight Buffered Riser FIBER OPTIC CABLE 62.5 micron,$2.87,0,0,$1.76,0,0,US,1 Year
CSI/SPECO,FM-200A,Two Channel FM Wireless Intercom System,$43.90,0,0,$26.97,0,0,US,1 Year
CSI/SPECO,FM-300A,Three Channel FM Wireless Intercom System,$49.90,0,0,$30.66,0,0,US,1 Year
CSI/SPECO,G12P,"12"" Round Ceiling Grille, Plastic",$7.50,0,0,$4.61,0,0,US,1 Year
CSI/SPECO,INV-130,12V DC to 117V AC Power Inverter,$130.00,0,0,$79.87,0,0,US,1 Year
CSI/SPECO,P-240A,240 Watt Power Booster Amplifier,$878.00,0,0,$539.41,0,0,US,1 Year
CSI/SPECO,P-FA,Digital AM/FM Tuner with 30 Presents,$298.00,0,0,$183.08,0,0,US,1 Year
CSI/SPECO,PAT-20,20 Watt 12V DC Mobile Amplifier with Mic.,$124.00,0,0,$76.18,0,0,US,1 Year
CSI/SPECO,PAT-25C,25 Watt 12V DC Mobile Amplifier with Mic & Cassette,$198.00,0,0,$121.64,0,0,US,1 Year
CSI/SPECO,PZ-5,Zonal Page Adaptor,$179.80,0,0,$110.46,0,0,US,1 Year
CSI/SPECO,RBC-5U,"Universal In-Ceiling Pre-Construction Bracket, 5 1/4""",$31.50,0,0,$19.35,0,0,US,1 Year
CSI/SPECO,RBC-6U,"Universal In-Ceiling Pre-Construction Bracket, 6 1/2""",$31.50,0,0,$19.35,0,0,US,1 Year
CSI/SPECO,RBC-8U,"Universal In-Ceiling Pre-Construction Bracket, 8""",$31.50,0,0,$19.35,0,0,US,1 Year
CSI/SPECO,RBW-5U,"Universal In-Wall Pre-Construction Bracket, 5 1/4",$32.00,0,0,$19.66,0,0,US,1 Year
CSI/SPECO,RBW-6U,"Universal In-Wall Pre-Construction Bracket, 6 1/2",$32.00,0,0,$19.66,0,0,US,1 Year
CSI/SPECO,RBW-8U,"Universal In-Wall Pre-Construction Bracket, 8",$32.00,0,0,$19.66,0,0,US,1 Year
CSI/SPECO,RR-50,50-Foot RCA to RCA Video Cable,$12.00,0,0,$7.37,0,0,US,1 Year
CSI/SPECO,RS-100M,100' Resi-Cam Extension Cable,$50.00,0,0,$30.72,0,0,US,1 Year
CSI/SPECO,SDC-4VC,4-Pair Stereo Speaker Distribution Center w/Independent Zone Control,$500.00,0,0,$307.18,0,0,US,1 Year
CSI/SPECO,SDC-6VC,6-Pair Stereo Speaker Distribution Center w/Independent Zone Control,$698.00,0,0,$428.83,0,0,US,1 Year
CSI/SPECO,SDC-6VC/70,250W/70V Speaker Controller with 6 Volume Controls and 2 Input Sources,$698.00,0,0,$428.83,0,0,US,1 Year
CSI/SPECO,SP-5CRW,"5"" Coaxial In-Ceiling Speaker with Recessed Reversible Grille, White",$89.00,0,0,$54.68,0,0,US,1 Year
CSI/SPECO,SP-6INFC,"6.5"" In-Ceiling Infatuation Line Audio Speaker",$206.66,0,0,$126.96,0,0,US,1 Year
CSI/SPECO,SP-8INFC,"8"" In-Ceiling Infatuation Line Audio Speaker",$230.56,0,0,$141.65,0,0,US,1 Year
CSI/SPECO,SW-850,"8"" Ported Subwoofer System",$90.00,0,0,$55.29,0,0,US,1 Year
CSI/SPECO,TPS-1,Test Leads,$7.90,0,0,$4.85,0,0,US,1 Year
CSI/SPECO,WI-150D,2 Station Wired Door Intercom System,$79.90,0,0,$49.09,0,0,US,1 Year
CSI/SPECO,WI-300D,Multi-Station Wired Door Intercom System,$197.00,0,0,$121.03,0,0,US,1 Year
CSI/SPECO,WI-DR,Additional Door Remote For 2-Station WI-150D Intercom System,$25.90,0,0,$15.91,0,0,US,1 Year
FLEXTRAY,1.5 IN DIVIDER,"1-1/2""H x 118""L Divider Strip",$18.27,0,0,$11.22,0,0,US,1 Year
FLEXTRAY,10 LFT PROFILE,"117"" Punched Hanger",$88.62,0,0,$54.44,0,0,US,1 Year
FLEXTRAY,12  CTR HGR,"Center Hung Support for 12""W Flextray",$10.65,0,0,$6.55,0,0,US,1 Year
FLEXTRAY,12 C BRKT,"12"" C-Bracket",$20.83,0,0,$12.80,0,0,US,1 Year
FLEXTRAY,12 L BRKT,"12"" L-Bracket",$14.35,0,0,$8.82,0,0,US,1 Year
FLEXTRAY,12 SHELF BRKT,"12"" Shelf Bracket",$14.55,0,0,$8.94,0,0,US,1 Year
FLEXTRAY,16  L BRKT,"16"" L-Bracket",$16.41,0,0,$10.08,0,0,US,1 Year
FLEXTRAY,16 CTR HGR,"Center Hung Support for 16""W Flextray",$10.79,0,0,$6.63,0,0,US,1 Year
FLEXTRAY,16 SHELF BRKT,"16"" Shelf Bracket",$19.71,0,0,$12.11,0,0,US,1 Year
FLEXTRAY,18  CTR HGR,"Center Hung Support for 18""W Flextray",$14.06,0,0,$8.63,0,0,US,1 Year
FLEXTRAY,18 SHELF BRKT,"18"" Shelf Bracket",$22.19,0,0,$13.63,0,0,US,1 Year
FLEXTRAY,2 IN CTR SUPT (50 PER BOX),Suspension Bracket for FT1.5X2X10,$194.78,0,0,$119.66,0,0,US,1 Year
FLEXTRAY,2 IN DIVIDER,"2""H x 118""L Divider Strip",$22.88,0,0,$14.06,0,0,US,1 Year
FLEXTRAY,20  L BRKT,"20"" L-Bracket",$19.47,0,0,$11.96,0,0,US,1 Year
FLEXTRAY,20 CTR HGR,"Center Hung Support for 20""W Flextray",$14.48,0,0,$8.90,0,0,US,1 Year
