Manufacturer,MFR Part #,Product Description,Retail / MSRP,Dealer Actual Cost,Dealers Discount from list,Proposed GSA Price (w/o IFF fee),GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
LRG TECH,PS-14-20,"PowerSentry Control System with: LG Battery Section: 135ah Battery Pack: Fixed 5 MP Camera: Edge Camera Recording License: On-board Cellular, WiFi, Ethernet","$11,385.00 ","$7,627.95 ",33%,"$9,080.89 ",20%,"$9,028.75 ",US,1 Year
LRG TECH,PS-14-21,"PowerSentry Control System with: LG Battery Section: 135ah Battery Pack: PTZ Camera: Edge Camera Recording License: On-board Cellular, WiFi, Ethernet","$13,597.50 ","$9,110.33 ",33%,"$10,845.63 ",20%,"$10,783.35 ",US,1 Year
LRG TECH,PS-14-22,"PowerSentry Control System with: LG Battery Section: 135ah Battery Pack: Fixed 5 MP Camera: PTZ Camera: 2 Edge Camera Recording Licenses: On-board Cellular, WiFi, Ethernet","$15,825.00 ","$10,602.75 ",33%,"$12,622.32 ",20%,"$12,549.85 ",US,1 Year
LRG TECH,PS-14-23,"PowerSentry Control System with: LG Battery Section: 135ah Battery Pack: Fixed 5 MP Camera: PTZ Camera: Edge Camera Recording License: On-board Cellular, WiFi, Ethernet","$21,090.00 ","$14,130.30 ",33%,"$16,821.79 ",20%,"$16,725.20 ",US,1 Year
LRG TECH,MPS-3400-15-001,"Commander 3400 Base System. 600 AH AGM BATT,  PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub,   Camera Edge LIC,   Cellular Modem w/ WI-FI Access","$46,616.85 ","$31,233.29 ",33%,"$37,182.49 ",20%,"$37,277.08 ",US,1 Year
LRG TECH,MPS-3400-15-002,"Commander 3400 Base System. 1200 AH AGM Batt Pack, Dome Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub,   Camera Edge LIC,   Cellular Modem w/ WI-FI Access","$49,073.85 ","$32,879.48 ",33%,"$39,142.24 ",20%,"$39,241.81 ",US,1 Year
LRG TECH,MPS-3400-15-003,"Commander 3400 Base System. 1200 AH AGM Batt Pack, Dome Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub,   Camera Edge LIC,   Cellular Modem w/ WI-FI Access ","$53,066.10 ","$35,554.29 ",33%,"$42,326.53 ",20%,"$42,434.21 ",US,1 Year
LRG TECH,MPS-3400-15-004,"Commander 3400 Base System. 1200 AH AGM Batt Pack, PTZ Camera 2.0 MP 1080 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub,   Computer LIC,   Cellular Modem w/ WI-FI Access, Laptop Server - I3/1TB","$55,042.20 ","$36,878.27 ",33%,"$43,902.71 ",20%,"$44,014.39 ",US,1 Year
LRG TECH,MPS-3400-15-005,"Commander 3400 Base System. 1200 AH AGM Batt Pack, PTZ Camera 2.0 MP 1080 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub,   Computer LIC,   Cellular Modem w/ WI-FI Access, Laptop Server - I3/1TB, 400W Solar System 3400 Kit","$59,267.70 ","$39,709.36 ",33%,"$47,273.05 ",20%,"$47,393.31 ",US,1 Year
LRG TECH,MPS-3400-15-006,"Commander 3400 Base System. 1200 AH AGM Batt Pack, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub,   Computer LIC,   Cellular Modem w/ WI-FI Access, Laptop Server - I3/1TB, Heavy Duty Front Wheel Jack, Rollout Storage Container, 4 Camera Internal Storage Rack, 400W Solar System 3400 Kit","$60,631.20 ","$40,622.90 ",33%,"$48,360.60 ",20%,"$48,483.63 ",US,1 Year
LRG TECH,MPS-3400-15-007,"Commander 3400 Base System. 1200 AH AGM Batt Pack, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub,   Computer LIC,   Cellular Modem w/ WI-FI Access, Laptop Server - I3/1TB, LED Strobe Light Kit, 6 LED Body Strobe Light Kit w/ Wire Harness, Heavy Duty Front Wheel Jack, Rollout Storage Container, 4 Camera Internal Storage Rack, 400W Solar System 3400 Kit","$62,437.95 ","$41,833.43 ",33%,"$49,801.70 ",20%,"$49,928.39 ",US,1 Year
LRG TECH,MPS-3400-15-008,"Commander 3400 Base System. MPS 3400 Generator System 4000W, 1200 AH AGM Batt Pack, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub,   Computer LIC,   Cellular Modem w/ WI-FI Access, Laptop Server - I3/1TB","$62,647.20 ","$41,973.62 ",33%,"$49,968.60 ",20%,"$50,095.72 ",US,1 Year
LRG TECH,MPS-3400-15-009,"Commander 3400 Base System. MPS 3400 Generator System 4000W, 1200 AH AGM Batt Pack, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub,   Computer LIC,   Cellular Modem w/ WI-FI Access, Laptop Server - I3/1TB, 400W Solar System 3400 Kit","$66,872.70 ","$44,804.71 ",33%,"$53,338.94 ",20%,"$53,474.63 ",US,1 Year
LRG TECH,MPS-3400-15-010,"Commander 3400 Base System. MPS 3400 Generator System 4000W, 1200 AH AGM Batt Pack, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub,   Computer LIC,   Cellular Modem w/ WI-FI Access, Laptop Server - I3/1TB, Spare Tire, 400W Solar System 3400 Kit","$67,585.95 ","$45,282.59 ",33%,"$53,907.84 ",20%,"$54,044.98 ",US,1 Year
LRG TECH,MPS-3400-15-011,"Commander 3400 Base System. MPS 3400 Generator System 4000W, 1200 AH AGM Batt Pack, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub,   Computer LIC,   Cellular Modem w/ WI-FI Access, Laptop Server - I3/1TB, Spare Tire, Weather Station, 400W Solar System 3400 Kit","$69,192.45 ","$46,358.94 ",33%,"$55,189.22 ",20%,"$55,329.61 ",US,1 Year
LRG TECH,MPS-3400-15-012,"Commander 3400 Base System. MPS 3400 Generator System 4000W, 1200 AH AGM Batt Pack, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub,   Computer LIC,   Cellular Modem w/ WI-FI Access, Laptop Server - I3/1TB, Heavy Duty Front Wheel Jack, Rollout Storage Container, 4 Camera Internal Storage Rack, Spare Tire, 400W Solar System 3400 Kit","$68,949.45 ","$46,196.13 ",33%,"$54,995.39 ",20%,"$55,135.30 ",US,1 Year
LRG TECH,MPS-3400-15-013,"Commander 3400 Base System. MPS 3400 Generator System 4000W, 1200 AH AGM Batt Pack, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub,   Computer LIC,   Cellular Modem w/ WI-FI Access, Laptop Server - I3/1TB, LED Strobe Light Kit, 6 LED Body Strobe Light Kit w/ Wire Harness, Top Mast 2-42"" LED Flood Light Kit, Heavy Duty Front Wheel Jack, Rollout Storage Container, 4 Camera Internal Storage Rack, Spare Tire, Weather Station, 400W Solar System 3400 Kit","$73,987.20 ","$49,571.42 ",33%,"$59,013.60 ",20%,"$59,163.73 ",US,1 Year
LRG TECH,MPS-3400-15-014,"Commander 3400 Base System. MPS 3400 Generator System 4000W, 1200 AH AGM Batt Pack, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub,   Computer LIC,   Cellular Modem w/ WI-FI Access, Laptop Server - I3/1TB, LED Strobe Light Kit, 6 LED Body Strobe Light Kit w/ Wire Harness, 3 PIR - w/ Optex 402, Top Mast 2-42"" LED Flood Light Kit, Heavy Duty Front Wheel Jack, Rollout Storage Container, 4 Camera Internal Storage Rack, Single 30' Safety Ribbon Kit w/ Standards, Spare Tire, Weather Station, 400W Solar System 3400 Kit","$76,183.20 ","$51,042.74 ",33%,"$60,765.17 ",20%,"$60,919.76 ",US,1 Year
LRG TECH,MPS-3400-15-015,"Commander 3400 Base System. MPS 3400 Generator System 4000W, 1200 AH AGM Batt Pack, PTZ Camera 2.0 MP 1080P 30X Zoom, Dome Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Hub, Additional Camera - SGL. Cam Arm,   Computer LIC,   Cellular Modem w/ WI-FI Access, Laptop Server - I3/1TB, LED Strobe Light Kit, 6 LED Body Strobe Light Kit w/ Wire Harness, 3 PIR - w/ Optex 402, Top Mast 2-42"" LED Flood Light Kit, Heavy Duty Front Wheel Jack, Rollout Storage Container, 4 Camera Internal Storage Rack, Single 30' Safety Ribbon Kit w/ Standards, Spare Tire, Weather Station, 400W Solar System 3400 Kit","$78,472.05 ","$52,576.27 ",33%,"$62,590.80 ",20%,"$62,750.03 ",US,1 Year
LRG TECH,MPS-3400-15-016,"Commander 3400 Base System. MPS 3400 Generator System 4000W, 1200 AH AGM Batt Pack, All Weather Insulation Package, PTZ Camera 2.0 MP 1080P 30X Zoom, Dome Camera 2.0 MP 1080P, 12Vdc HIPOE 35W, Camera Mount w/ Hub, Additional Camera - SGL. Cam Arm,   Computer LIC,   Cellular Modem w/ WI-FI Access, Laptop Server - I3-500GB, LED Strobe Light Kit, 3 PIR - w/ Optex402, Top Mast 2-42"" LED Flood Light Kit, Heavy Duty Front Wheel Jack, Rollout Storage Container, 4 Camera Internal Storage Rack, 400W Solar System 3400 Kit","$83,932.29 ","$56,234.63 ",33%,"$66,945.99 ",20%,"$67,116.30 ",US,1 Year
LRG TECH,MPS-3400-15-017,"Commander 3400 Base System. MPS 3400 Generator System 4000W, 1200 AH AGM Batt Pack, PTZ Camera 2.0 MP 1080P 30X Zoom, Dome Camera 2.0 MP 1080P, 12Vdc HIPOE 35W, Camera Mount w/ Hub, Additional Camera - SGL. Cam Arm,   Computer LIC,   Cellular Modem w/ WI-FI Access, Laptop Server - I3-1TB, LED Strobe Light Kit, 3 PIR - w/ Optex402, Top Mast 2-42"" LED Flood Light Kit, Heavy Duty Front Wheel Jack, Rollout Storage Container, 4 Camera Internal Storage Rack, Wheel Chocks w/ Mounting Brackets, Quiet Winch Upgrade, 10U Rack Upgrade, Single 30' Safety Ribbon Kit w/ Standards, Spare Tire, 400W Solar System 3400 Kit","$92,159.64 ","$61,746.96 ",33%,"$73,508.28 ",20%,"$73,695.29 ",US,1 Year
LRG TECH,MPS-3400-15-018,"Commander 3400 Base System, MPS 3400 Generator System 4000W, 1200 AH AGM Batt Pack, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Camera Mount w/ Axis Hub, Computer LIC, Cellular Modem w/ WI-FI Access, Laptop Server - I3/1TB, LED Strobe Light Kit, Heavy Duty Front Wheel Jack, Rollout Storage Container, 4 Camera Internal Storage Rack, 400W Solar System 3400 Kit, Fixed Wide Lane License Plate Reader, Fixed Mounting Assembly, Terminal and Control Panel, Commisioning and Configuration","$104,808.24 ","$70,221.52 ",33%,"$83,597.05 ",20%,"$85,853.86 ",US,1 Year
LRG TECH,MPS-PS-001,"Power Sentry Control Section Lite, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD","$5,968.05 ","$3,998.59 ",33%,"$4,760.23 ",20%,"$4,772.34 ",US,1 Year
LRG TECH,MPS-PS-002,"Power Sentry Control Section Lite, Power Sentry Battery Section 1 Batt, AGM Battery Pack 35 AH AMP Hour, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD","$6,519.53 ","$4,368.08 ",33%,"$5,200.10 ",20%,"$5,213.33 ",US,1 Year
LRG TECH,MPS-PS-003,"Power Sentry Control Section Lite, Power Sentry Battery Section 1 Batt, Lithium Battery 45 AMP, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD","$7,682.18 ","$5,147.06 ",33%,"$6,127.45 ",20%,"$6,143.04 ",US,1 Year
LRG TECH,MPS-PS-004,"Power Sentry Control Section Lite, Power Sentry Battery Section 1 Batt, Lithium Battery 45 AMP, Dome Camera 2.0 MP 1080P, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD","$6,238.43 ","$4,179.74 ",33%,"$4,975.89 ",20%,"$4,988.55 ",US,1 Year
LRG TECH,MPS-PS-005,"Power Sentry Control Section Lite, Power Sentry Battery Section 1 Batt, AGM Battery Pack 35 AH AMP Hour, Dome Camera 2.0 MP 1080P, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD","$5,075.78 ","$3,400.77 ",33%,"$4,048.53 ",20%,"$4,058.83 ",US,1 Year
LRG TECH,MPS-PS-006,"Power Sentry Control Section Lite, Dome Camera 5.0 MP 180 or 360 degree Panoramic, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD","$4,243.05 ","$2,842.84 ",33%,"$3,384.34 ",20%,"$3,392.95 ",US,1 Year
LRG TECH,MPS-PS-007,"Power Sentry Control Section Lite, Dome Camera 2.0 MP 1080P, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD","$4,524.30 ","$3,031.28 ",33%,"$3,608.67 ",20%,"$3,617.85 ",US,1 Year
LRG TECH,MPS-PS-008,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 1 Batt, Lithium Battery 45 AMP, Dome Camera 2.0 MP 1080P, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit, LED Strobe Kit Light Kit, 2 IR LED Bar w/ Electronics","$12,022.50 ","$8,055.08 ",33%,"$9,589.38 ",20%,"$9,613.77 ",US,1 Year
LRG TECH,MPS-PS-009,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 1 Batt, Lithium Battery 45 AMP, Dome Camera 2.0 MP 1080P, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit, LED Strobe Kit Light Kit","$9,165.45 ","$6,140.85 ",33%,"$7,310.54 ",20%,"$7,329.14 ",US,1 Year
LRG TECH,MPS-PS-010,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 1 Batt, Lithium Battery 45 AMP, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit, LED Strobe Kit Light Kit, 2 IR LED Bar w/ Electronics, 150 Solar System PS Kit","$13,466.70 ","$9,022.69 ",33%,"$10,741.30 ",20%,"$10,768.62 ",US,1 Year
LRG TECH,MPS-PS-011,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 1 Batt, Lithium Battery 45 AMP, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit, LED Strobe Kit Light Kit","$10,609.20 ","$7,108.16 ",33%,"$8,462.10 ",20%,"$8,483.63 ",US,1 Year
LRG TECH,MPS-PS-012,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 1 Batt, Lithium Battery 45 AMP, PTZ Camera 2.0 MP 1080P 30X Zoom, Dome Camera 2.0 MP 1080P, 12VDC HIPOE 35W, 12VDC AFPOE 17W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit, LED Strobe Kit Light Kit","$15,606.30 ","$10,456.22 ",33%,"$12,447.88 ",20%,"$12,479.55 ",US,1 Year
LRG TECH,MPS-PS-013,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 1 Batt, Lithium Battery 45 AMP, PTZ Camera 2.0 MP 1080P 30X Zoom, Dome Camera 2.0 MP 1080P, 12VDC HIPOE 35W, 12VDC AFPOE 17W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit","$15,291.30 ","$10,245.17 ",33%,"$12,196.63 ",20%,"$12,227.66 ",US,1 Year
LRG TECH,MPS-PS-014,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Batt, Lithium Battery 45 AMP, Dome Camera 2.0 MP 1080P, 12 VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit","$12,467.70 ","$8,353.36 ",33%,"$9,944.48 ",20%,"$9,969.77 ",US,1 Year
LRG TECH,MPS-PS-015,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 1 Batt, Lithium Battery 45 AMP, Dome Camera 2.0 MP 1080P, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit","$8,850.45 ","$5,929.80 ",33%,"$7,059.29 ",20%,"$7,077.25 ",US,1 Year
LRG TECH,MPS-PS-016,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 1 Batt, Lithium Battery 45 AMP, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC w/ 64 GIG SD, Cellular Modem w/ WI-FI Access, Security Screws Kit w/ Bit","$10,294.20 ","$6,897.11 ",33%,"$8,210.85 ",20%,"$8,231.74 ",US,1 Year
LRG TECH,MPS-PS-017,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Batt, Lithium Battery 45 AMP, PTZ Camera 2.0 MP 1080P 30X Zoom, Dome Camera 2.0 MP 1080P, 12VDC HIPOE 35W, 12VDC 17W, Stock Camera mount, Camera Mount w/ Hub, Edge LIC Server Based, Cellular Modem w/ WI-FI Access, Miniature WIN8.1 OS Computer 65W 512 SSD - 4 GIG, Security Screws Kit w/ Bit, LED Strobe Kit Light Kit, 2 IR Bar w/ Electronics","$23,455.17 ","$15,714.96 ",33%,"$18,708.29 ",20%,"$18,755.88 ",US,1 Year
LRG TECH,MPS-PS-018,"Power Sentry Control Section w/ Remote Monitoring, Power Sentry Battery Section 3 Batt, Lithium Battery 45 AMP, PTZ Camera 2.0 MP 1080P 30X Zoom, 12VDC HIPOE 35W, Stock Camera Mount, Edge LIC Server Based, Cellular Modem w/ WI-FI Access, Miniature WIN8.1 OS Computer 65W 512 SSD - 4 GIG, Security Screws Kit w/ Bit, LED Strobe Kit Light Kit, 3 IR LED Bar w/ Electronics","$18,658.14 ","$12,500.95 ",33%,"$14,882.09 ",20%,"$14,919.95 ",US,1 Year
