Manufacturer,MFR Part #,Product Description,Retail / MSRP,Dealer Actual Cost,Dealers Discount from list,Proposed GSA Price (w/o IFF fee) ,GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
Leviton,61110-BG6,JACK C6+ 25PK GY       ,$230.88 ,$101.42,1%,$1 ,1%,$123.68,US,1 Year
Leviton,61110-BI6,JACK C6+ 25PK IV       ,$230.88 ,$101.42,1%,$1 ,1%,$123.68,US,1 Year
Leviton,61110-BL6,JACK C6+ 25PK BL       ,$230.88 ,$101.42,1%,$1 ,1%,$123.68,US,1 Year
Leviton,61110-BO6,JACK C6+ 25PK OR       ,$230.88 ,$101.42,1%,$1 ,1%,$123.68,US,1 Year
Leviton,61110-BP6,JACK C6+ 25PK PU       ,$230.88 ,$101.42,1%,$1 ,1%,$123.68,US,1 Year
Leviton,61110-BR6,JACK C6+ 25PK RD       ,$230.88 ,$101.42,1%,$1 ,1%,$123.68,US,1 Year
Leviton,61110-BT6,JACK C6+ 25PK LA       ,$230.88 ,$101.42,1%,$1 ,1%,$123.68,US,1 Year
Leviton,61110-BV6,JACK C6+ 25PK GN       ,$230.88 ,$101.42,1%,$1 ,1%,$123.68,US,1 Year
Leviton,61110-BW6,JACK C6+ 25PK WH       ,$230.88 ,$101.42,1%,$1 ,1%,$123.68,US,1 Year
Leviton,61110-BY6,JACK C6+ 25PK YL       ,$230.88 ,$101.42,1%,$1 ,1%,$123.68,US,1 Year
Leviton,61110-JI6,JACK C6+ 150PK JRPD IV ,"$1,385.15 ",$691.47,1%,$1 ,1%,$843.26,US,1 Year
Leviton,61110-JL6,JACK C6+ 150PK JRPD BL ,"$1,385.15 ",$691.47,1%,$1 ,1%,$843.26,US,1 Year
Leviton,61110-JO6,JACK C6+ 150PK JRPD OR ,"$1,385.15 ",$691.47,1%,$1 ,1%,$843.26,US,1 Year
Leviton,61110-JW6,JACK C6+ 150PK JRPD WH ,"$1,385.15 ",$691.47,1%,$1 ,1%,$843.26,US,1 Year
Leviton,61110-RB6,JACK C6+ BN            ,$9.71 ,$4.27,1%,$1 ,1%,$5.21,US,1 Year
Leviton,61110-RC6,JACK C6+ CR            ,$9.71 ,$4.27,1%,$1 ,1%,$5.21,US,1 Year
Leviton,61110-RE6,JACK C6+ BK            ,$9.71 ,$4.27,1%,$1 ,1%,$5.21,US,1 Year
Leviton,61110-RG6,JACK C6+ GY            ,$9.71 ,$4.27,1%,$1 ,1%,$5.21,US,1 Year
Leviton,61110-RI6,JACK C6+ IV            ,$9.71 ,$4.27,1%,$1 ,1%,$5.21,US,1 Year
