Manufacturer,MFR Part #,Product Description,Retail / MSRP,Dealer Actual Cost,Dealers Discount from list,Proposed GSA Price (w/o IFF fee) ,GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
Ortronics,AJCA,"ANTIOXIDANT, ALUMINUM, 1/2 OZ.",$25.76 ,$12.88 ,50%,$15.83 ,39%,$15.71 ,US,1 Year
Ortronics,AJCA8,"ANTIOXIDANT, ALUMINUM, 8 OZ.",$20.14 ,$10.07 ,50%,$12.37 ,39%,$12.28 ,US,1 Year
Ortronics,AJCC,"ANTIOXIDANT, COPPER, 1/2 OZ.",$26.92 ,$13.46 ,50%,$16.54 ,39%,$16.41 ,US,1 Year
Ortronics,AJCC8,"ANTIOXIDANT, COPPER, 8 OZ.",$23.00 ,$11.50 ,50%,$14.13 ,39%,$14.02 ,US,1 Year
Ortronics,AW8X25C-610,PRETERM WW BLOCK,$592.00 ,$296.00 ,50%,$363.70 ,39%,$360.98 ,MX,1 Year
Ortronics,BCGFMC3X9,AIR GUARD FLUSH MOUNT COVER,$29.42 ,$14.71 ,50%,$18.07 ,39%,$17.94 ,US,1 Year
Ortronics,BCGFME5X7,AIRGUARD EXTREME BRSH CBL GROM,$238.38 ,$119.19 ,50%,$146.45 ,39%,$145.35 ,US,1 Year
Ortronics,BCGFM3X9,AIR GUARD BRUSH CABLE GROMMET,$181.60 ,$90.80 ,50%,$111.57 ,39%,$110.73 ,US,1 Year
Ortronics,BCGSM6X7,AIR GUARD BRUSH CABLE GROMMET,$208.86 ,$104.43 ,50%,$128.32 ,39%,$127.35 ,US,1 Year
Ortronics,BFPA-1RU,"BLANK FILLER PANEL, ANGLED,1RU",$63.26 ,$31.63 ,50%,$38.86 ,39%,$38.57 ,US,1 Year
Ortronics,BFPA-2RU,"BLANK FILLER PANEL, ANGLED,2RU",$75.86 ,$37.93 ,50%,$46.61 ,39%,$46.26 ,US,1 Year
Ortronics,BFPC-1RU,"BLANK FILLER PANEL, CURVED,1RU",$68.30 ,$34.15 ,50%,$41.96 ,39%,$41.65 ,US,1 Year
Ortronics,BFPT-1RU-10,TOOL LESS SNAP-IN FILLER PANEL,$97.34 ,$48.67 ,50%,$59.80 ,39%,$59.35 ,TW,1 Year
Ortronics,BFPT-1RU-10-W,TOOL LESS SNAP-IN FILLER PANEL,$97.34 ,$48.67 ,50%,$59.80 ,39%,$59.35 ,TW,1 Year
Ortronics,BFPT-2RU-10,TOOL LESS SNAP-IN FILLER PANEL,$129.78 ,$64.89 ,50%,$79.73 ,39%,$79.13 ,TW,1 Year
Ortronics,BFPT-2RU-10-W,TOOL LESS SNAP-IN FILLER PANEL,$129.78 ,$64.89 ,50%,$79.73 ,39%,$79.13 ,TW,1 Year
Ortronics,CA-93,HOMACO CONCRETE FLOOR ANCHORS,$5.02 ,$2.51 ,50%,$3.08 ,39%,$3.06 ,US,1 Year
Ortronics,CB-93-6,HOMACO CABLE BRACKET,$8.10 ,$4.05 ,50%,$4.98 ,39%,$4.94 ,US,1 Year
Ortronics,CB-93-6B,HOMACO CABLE BRACKET,$8.10 ,$4.05 ,50%,$4.98 ,39%,$4.94 ,US,1 Year
Ortronics,CB-93-7,HOMACO CABLE BRACKET,$8.40 ,$4.20 ,50%,$5.16 ,39%,$5.12 ,US,1 Year
Ortronics,CB-93-7B,HOMACO CABLE BRACKET,$8.40 ,$4.20 ,50%,$5.16 ,39%,$5.12 ,US,1 Year
Ortronics,CB-93-8,HOMACO CABLE BRACKET,$8.74 ,$4.37 ,50%,$5.37 ,39%,$5.33 ,US,1 Year
Ortronics,CB-93-8B,HOMACO CABLE BRACKET,$8.74 ,$4.37 ,50%,$5.37 ,39%,$5.33 ,US,1 Year
Ortronics,CF-12B,HOMACO TR CABLE FENCE,$86.04 ,$43.02 ,50%,$52.86 ,39%,$52.46 ,US,1 Year
Ortronics,CF-12D,HOMACO TR CABLE FENCE,$86.04 ,$43.02 ,50%,$52.86 ,39%,$52.46 ,US,1 Year
Ortronics,CF-6B,HOMACO TR CABLE FENCE,$64.50 ,$32.25 ,50%,$39.63 ,39%,$39.33 ,US,1 Year
Ortronics,CF-6D,HOMACO TR CABLE FENCE,$64.50 ,$32.25 ,50%,$39.63 ,39%,$39.33 ,US,1 Year
Ortronics,CFTRC-12,HOMACO TRT CABLE FENCE,$125.94 ,$62.97 ,50%,$77.37 ,39%,$76.79 ,US,1 Year
Ortronics,CFTRC-12B,HOMACO TRT CABLE FENCE,$133.24 ,$66.62 ,50%,$81.86 ,39%,$81.24 ,US,1 Year
Ortronics,CFTRC-6,HOMACO TRT CABLE FENCE,$107.50 ,$53.75 ,50%,$66.04 ,39%,$65.55 ,US,1 Year
Ortronics,CFTRC-6B,HOMACO TRT CABLE FENCE,$107.50 ,$53.75 ,50%,$66.04 ,39%,$65.55 ,US,1 Year
Ortronics,CL2LB10C,"COMPRESSION LUG, #1/0, PINK",$127.40 ,$63.70 ,50%,$78.27 ,39%,$77.68 ,US,1 Year
Ortronics,CL2LB2A,"COMPRESSION LUG, #2, BROWN",$84.28 ,$42.14 ,50%,$51.78 ,39%,$51.39 ,US,1 Year
Ortronics,CL2LB2C,"COMPRESSION LUG, #2, BROWN",$80.90 ,$40.45 ,50%,$49.70 ,39%,$49.33 ,US,1 Year
Ortronics,CL2LB20C,"COMPRESSION LUG, #2/0, BLACK",$106.20 ,$53.10 ,50%,$65.25 ,39%,$64.76 ,US,1 Year
Ortronics,CL2LB30C,"COMPRESSION LUG,#3/0, ORANGE",$140.40 ,$70.20 ,50%,$86.26 ,39%,$85.61 ,US,1 Year
Ortronics,CL2LB40C,"COMPRESSION LUG, #4/0, PURPLE",$165.92 ,$82.96 ,50%,$101.94 ,39%,$101.17 ,US,1 Year
Ortronics,CL2LB6A,"COMPRESSION LUG,#6,BLUE",$27.74 ,$13.87 ,50%,$17.04 ,39%,$16.91 ,US,1 Year
Ortronics,CL2LB6B,"COMPRESSION LUG, #6, BLUE",$54.20 ,$27.10 ,50%,$33.30 ,39%,$33.05 ,US,1 Year
Ortronics,CL2LB6C,"COMPRESSION LUG, #6, BLUE",$54.20 ,$27.10 ,50%,$33.30 ,39%,$33.05 ,US,1 Year
Ortronics,CMBFR0RU,CABLE MANAGEMENT BAR,$33.74 ,$16.87 ,50%,$20.73 ,39%,$20.57 ,US,1 Year
Ortronics,COTL1014,COPPER OFFSET TERMINAL LUG,$18.58 ,$9.29 ,50%,$11.41 ,39%,$11.33 ,US,1 Year
Ortronics,COTL28,COPPER OFFSET TERMINAL LUG,$29.38 ,$14.69 ,50%,$18.05 ,39%,$17.91 ,US,1 Year
Ortronics,COTL614,COPPER OFFSET TERMINAL LUG,$21.94 ,$10.97 ,50%,$13.48 ,39%,$13.38 ,US,1 Year
Ortronics,CPB24P,CONSOLIDATION POINT WIRING BOX,$154.12 ,$77.06 ,50%,$94.69 ,39%,$93.98 ,US,1 Year
Ortronics,CPB24P-CMB,CONSOLIDATION POINT WIRING BOX,$33.74 ,$16.87 ,50%,$20.73 ,39%,$20.57 ,US,1 Year
Ortronics,CR-93S-1B,CABLE RINGS,$10.22 ,$5.11 ,50%,$6.28 ,39%,$6.23 ,MX,1 Year
Ortronics,CR-93S-2B,CABLE RINGS,$13.50 ,$6.75 ,50%,$8.29 ,39%,$8.23 ,MX,1 Year
Ortronics,CR-93S-3B,CABLE RINGS,$18.54 ,$9.27 ,50%,$11.39 ,39%,$11.30 ,MX,1 Year
Ortronics,CR-93S-4B,CABLE RINGS,$18.88 ,$9.44 ,50%,$11.60 ,39%,$11.51 ,MX,1 Year
Ortronics,CTHD220,"COMPRESSION TAP, HEAVY DUTY",$135.10 ,$67.55 ,50%,$83.00 ,39%,$82.38 ,US,1 Year
Ortronics,CTHD2222,"COMPRESSION TAP, HEAVY DUTY",$59.24 ,$29.62 ,50%,$36.39 ,39%,$36.12 ,US,1 Year
Ortronics,CTHD2248,"COMPRESSION TAP, HEAVY DUTY",$68.40 ,$34.20 ,50%,$42.02 ,39%,$41.71 ,US,1 Year
Ortronics,CTHD4446,"COMPRESSION TAP, HEAVY DUTY",$52.04 ,$26.02 ,50%,$31.97 ,39%,$31.73 ,US,1 Year
Ortronics,CTHD4666,"COMPRESSION TAP, HEAVY DUTY",$53.46 ,$26.73 ,50%,$32.84 ,39%,$32.60 ,US,1 Year
Ortronics,DB25HDFF,GENDER CHANGER DB25,$18.94 ,$9.47 ,50%,$11.64 ,39%,$11.55 ,US,1 Year
Ortronics,DB25HDMM,GENDER CHANGER DB25,$18.94 ,$9.47 ,50%,$11.64 ,39%,$11.55 ,US,1 Year
Ortronics,DC-19,"HOMACO DUST COVER FOR 19"" RACK",$37.56 ,$18.78 ,50%,$23.08 ,39%,$22.90 ,US,1 Year
Ortronics,DC-19B,"HOMACO DUST COVER FOR 19"" RACK",$37.56 ,$18.78 ,50%,$23.08 ,39%,$22.90 ,US,1 Year
Ortronics,DC-23,"HOMACO DUST COVER FOR 23"" RACK",$41.84 ,$20.92 ,50%,$25.70 ,39%,$25.51 ,US,1 Year
Ortronics,DC-23B,"HOMACO DUST COVER FOR 23"" RACK",$41.84 ,$20.92 ,50%,$25.70 ,39%,$25.51 ,US,1 Year
Ortronics,DCW12M12-B,DATACAB WALL CABINET 12U RAILS,$88.00 ,$44.00 ,50%,$54.06 ,39%,$53.66 ,US,1 Year
Ortronics,DCW122424P-B,DATACAB WALL CABINET 12U PLEXI DOOR,$630.00 ,$315.00 ,50%,$387.05 ,39%,$384.15 ,US,1 Year
Ortronics,DCW122424S-B,DATACAB WALL CABINET 12U SOLID DOOR,$594.00 ,$297.00 ,50%,$364.93 ,39%,$362.20 ,US,1 Year
Ortronics,DCW19M12-B,DATACAB WALL CABINET 19U RAILS,$100.00 ,$50.00 ,50%,$61.44 ,39%,$60.98 ,US,1 Year
Ortronics,DCW192424P-B,DATACAB WALL CABINET 19U PLEXI DOOR,$819.00 ,$409.50 ,50%,$503.16 ,39%,$499.39 ,US,1 Year
Ortronics,DCW192424S-B,DATACAB WALL CABINET 19U SOLID DOOR,$765.00 ,$382.50 ,50%,$469.99 ,39%,$466.46 ,US,1 Year
Ortronics,DCW26M12-B,DATACAB WALL CABINET 26U RAILS,$92.58 ,$46.29 ,50%,$56.88 ,39%,$56.45 ,US,1 Year
Ortronics,DCW262424P-B,DATACAB WALLCAB 26U PLEXI DOOR,$988.00 ,$494.00 ,50%,$606.99 ,39%,$602.44 ,US,1 Year
Ortronics,DCW262424S-B,DATACAB WALLCAB 26U SOLID DOOR,$906.00 ,$453.00 ,50%,$556.61 ,39%,$552.44 ,US,1 Year
Ortronics,DC1520-19,HOMACO ADJ DUAL RACK DUST CVR,$81.08 ,$40.54 ,50%,$49.81 ,39%,$49.44 ,US,1 Year
Ortronics,DC2126-19,HOMACO ADJ DUAL RACK DUST CVR,$95.40 ,$47.70 ,50%,$58.61 ,39%,$58.17 ,US,1 Year
Ortronics,DC2732-19,HOMACO ADJ DUAL RACK DUST CVR,$114.20 ,$57.10 ,50%,$70.16 ,39%,$69.63 ,US,1 Year
Ortronics,DC6-19,"HOMACO DUST COVER FOR 19"" RACK",$40.74 ,$20.37 ,50%,$25.03 ,39%,$24.84 ,US,1 Year
Ortronics,DC6-19B,"HOMACO DUST COVER FOR 19"" RACK",$40.74 ,$20.37 ,50%,$25.03 ,39%,$24.84 ,US,1 Year
Ortronics,DC6-23,"HOMACO DUST COVER FOR 23"" RACK",$44.82 ,$22.41 ,50%,$27.54 ,39%,$27.33 ,US,1 Year
Ortronics,DC6-23B,"HOMACO DUST COVER FOR 23"" RACK",$44.82 ,$22.41 ,50%,$27.54 ,39%,$27.33 ,US,1 Year
Ortronics,DVMS704,"VERTICAL CABLE MGR, DBL SIDED",$340.70 ,$170.35 ,50%,$209.31 ,39%,$207.74 ,US,1 Year
Ortronics,DVMS706,"VERTICAL CABLE MGR,DBL SIDED",$454.24 ,$227.12 ,50%,$279.07 ,39%,$276.98 ,US,1 Year
Ortronics,DVMS710,"VERTICAL CABLE MGR,DBL SIDED",$630.00 ,$315.00 ,50%,$387.05 ,39%,$384.15 ,US,1 Year
Ortronics,DVMS804,"VERTICAL CABLE MGR,DBL SIDED",$511.04 ,$255.52 ,50%,$313.96 ,39%,$311.61 ,US,1 Year
Ortronics,DVMS806,"VERTICAL CABLE MGR,DBL SIDED",$624.58 ,$312.29 ,50%,$383.72 ,39%,$380.84 ,US,1 Year
Ortronics,ECBR-001,"TECHCHOICE BRKT,CBL RETAINER",$39.36 ,$19.68 ,50%,$24.18 ,39%,$24.00 ,US,1 Year
Ortronics,ECDL001,"KEY LOCK,RACK MNT ENCLOSURE",$7.36 ,$3.68 ,50%,$4.52 ,39%,$4.49 ,US,1 Year
Ortronics,ECDL002,"THUMBLATCH,RACK MNT ENCLOSURE",$7.36 ,$3.68 ,50%,$4.52 ,39%,$4.49 ,US,1 Year
Ortronics,EC01U-C,TECHCHOICE 1U FIBER ENCLOSURE,$194.68 ,$97.34 ,50%,$119.60 ,39%,$118.71 ,US,1 Year
Ortronics,EC02U-C,TECHCHOICE 2U FIBER ENCLOSURE,$214.14 ,$107.07 ,50%,$131.56 ,39%,$130.57 ,US,1 Year
Ortronics,EC02U-S,TECHCHOICE 2U FIBER SPLICE ENC,$205.48 ,$102.74 ,50%,$126.24 ,39%,$125.29 ,US,1 Year
Ortronics,EC03U-C,TECHCHOICE 3U FIBER ENCLOSURE,$307.14 ,$153.57 ,50%,$188.70 ,39%,$187.28 ,US,1 Year
Ortronics,EC04U-C,TECHCHOICE 4U FIBER ENCLOSURE,$432.60 ,$216.30 ,50%,$265.77 ,39%,$263.78 ,US,1 Year
Ortronics,EC04U-S,TECHCHOICE 4U FIBER SPLICE ENC,$421.78 ,$210.89 ,50%,$259.13 ,39%,$257.18 ,US,1 Year
Ortronics,ES-19-FDR1520,HOMACO OE ADJ SHELF,$159.24 ,$79.62 ,50%,$97.83 ,39%,$97.10 ,US,1 Year
Ortronics,ES-19-FDR2126,HOMACO OE ADJ SHELF,$170.62 ,$85.31 ,50%,$104.82 ,39%,$104.04 ,US,1 Year
Ortronics,ES-19-FDR2732,HOMACO OE ADJ SHELF,$181.96 ,$90.98 ,50%,$111.79 ,39%,$110.95 ,US,1 Year
Ortronics,ES-19-FMB,HOMACO FRONT MOUNT EQUIP SHELF,$102.36 ,$51.18 ,50%,$62.89 ,39%,$62.41 ,US,1 Year
Ortronics,ES-19-MCSB,HOMACO MULTI-CONFIG SHELF,$167.76 ,$83.88 ,50%,$103.07 ,39%,$102.29 ,US,1 Year
Ortronics,ES-19-SDR1520F,HOMACO SHELF FOR DUAL RACK,$150.70 ,$75.35 ,50%,$92.58 ,39%,$91.89 ,US,1 Year
Ortronics,ES-19-SDR2126F,HOMACO SHELF FOR DUAL RACK,$164.94 ,$82.47 ,50%,$101.33 ,39%,$100.57 ,US,1 Year
Ortronics,ES-19-SDR2732F,HOMACO SHELF FOR DUAL RACK,$179.10 ,$89.55 ,50%,$110.03 ,39%,$109.21 ,US,1 Year
Ortronics,ES-19-3B,HOMACO EQUIPMENT SHELF,$113.76 ,$56.88 ,50%,$69.89 ,39%,$69.37 ,US,1 Year
Ortronics,ES-19-4B,HOMACO EQUIPMENT SHELF,$127.94 ,$63.97 ,50%,$78.60 ,39%,$78.01 ,US,1 Year
Ortronics,ES-23-FMB,HOMACO FRONT MOUNT EQUIP SHELF,$147.84 ,$73.92 ,50%,$90.83 ,39%,$90.15 ,US,1 Year
Ortronics,ES-23-3B,HOMACO EQUIPMENT SHELF,$113.76 ,$56.88 ,50%,$69.89 ,39%,$69.37 ,US,1 Year
Ortronics,ES-23-4B,HOMACO EQUIPMENT SHELF,$127.94 ,$63.97 ,50%,$78.60 ,39%,$78.01 ,US,1 Year
Ortronics,ESV-19-FDR1520,HOMACO OE VENTED ADJ EQ SHELF,$167.76 ,$83.88 ,50%,$103.07 ,39%,$102.29 ,US,1 Year
Ortronics,ESV-19-FDR2126,HOMACO OE VENTED ADJ EQ SHELF,$176.32 ,$88.16 ,50%,$108.32 ,39%,$107.51 ,US,1 Year
Ortronics,ESV-19-FDR2732,HOMACO OE VENTED ADJ EQ SHELF,$187.68 ,$93.84 ,50%,$115.30 ,39%,$114.44 ,US,1 Year
Ortronics,ESV-19-FMB,HOMACO VENT FRNT MNT EQP SHELF,$110.92 ,$55.46 ,50%,$68.15 ,39%,$67.63 ,US,1 Year
Ortronics,ESV-19-FST1520,"HOMACO 20"" PULLOUT SHELF",$506.02 ,$253.01 ,50%,$310.88 ,39%,$308.55 ,US,1 Year
Ortronics,ESV-19-FST2126,"HOMACO 32"" PULLOUT SHELF",$517.38 ,$258.69 ,50%,$317.86 ,39%,$315.48 ,US,1 Year
Ortronics,ESV-19-FST2732,"HOMACO 32"" PULLOUT SHELF",$545.82 ,$272.91 ,50%,$335.33 ,39%,$332.82 ,US,1 Year
Ortronics,ESV-19-SDR1520F,HOMACO VENTED SHELF FOR DUAL,$159.24 ,$79.62 ,50%,$97.83 ,39%,$97.10 ,US,1 Year
Ortronics,ESV-19-SDR2126F,HOMACO VENTED SHELF FOR DUAL,$173.42 ,$86.71 ,50%,$106.54 ,39%,$105.74 ,US,1 Year
Ortronics,ESV-19-SDR2732F,HOMACO VENTED SHELF FOR DUAL,$187.68 ,$93.84 ,50%,$115.30 ,39%,$114.44 ,US,1 Year
Ortronics,ESV-19-3B,HOMACO VENTED EQUIPMENT SHELF,$110.92 ,$55.46 ,50%,$68.15 ,39%,$67.63 ,US,1 Year
Ortronics,ESV-19-4B,HOMACO VENTED EQUIPMENT SHELF,$127.94 ,$63.97 ,50%,$78.60 ,39%,$78.01 ,US,1 Year
Ortronics,ESV-23-FMB,HOMACO VENT FRNT MNT EQP SHELF,$153.54 ,$76.77 ,50%,$94.33 ,39%,$93.62 ,US,1 Year
Ortronics,ESV-23-3B,HOMACO VENTED EQUIPMENT SHELF,$125.14 ,$62.57 ,50%,$76.88 ,39%,$76.30 ,US,1 Year
Ortronics,ESV-23-4B,HOMACO VENTED EQUIPMENT SHELF,$142.22 ,$71.11 ,50%,$87.37 ,39%,$86.72 ,US,1 Year
Ortronics,EZC5E03Q50-04,"CORD EZ PATCH,CAT5E, 3FT,YEL",$428.00 ,$214.00 ,50%,$262.95 ,39%,$260.98 ,MX,1 Year
Ortronics,EZC5E03Q50-05,"CORD EZ PATCH,CAT5E, 3FT,GRN",$428.00 ,$214.00 ,50%,$262.95 ,39%,$260.98 ,MX,1 Year
Ortronics,EZC5E03Q50-06,"CORD EZ PATCH,CAT5E, 3FT,BLUE",$428.00 ,$214.00 ,50%,$262.95 ,39%,$260.98 ,MX,1 Year
Ortronics,EZC5E03Q50-08,"CORD EZ PATCH,CAT5E, 3FT,GRY",$428.00 ,$214.00 ,50%,$262.95 ,39%,$260.98 ,MX,1 Year
Ortronics,EZC5E03Q50-09,"CORD EZ PATCH,CAT5E, 3FT,WHT",$428.00 ,$214.00 ,50%,$262.95 ,39%,$260.98 ,MX,1 Year
Ortronics,EZC5E05Q50-04,"CORD EZ PATCH,CAT5E, 5FT,YEL",$492.00 ,$246.00 ,50%,$302.27 ,39%,$300.00 ,MX,1 Year
Ortronics,EZC5E05Q50-05,"CORD EZ PATCH,CAT5E, 5FT,GRN",$492.00 ,$246.00 ,50%,$302.27 ,39%,$300.00 ,MX,1 Year
Ortronics,EZC5E05Q50-06,"CORD EZ PATCH,CAT5E, 5FT,BLUE",$492.00 ,$246.00 ,50%,$302.27 ,39%,$300.00 ,MX,1 Year
Ortronics,EZC5E05Q50-08,"CORD EZ PATCH,CAT5E, 5FT,GRY",$492.00 ,$246.00 ,50%,$302.27 ,39%,$300.00 ,MX,1 Year
Ortronics,EZC5E05Q50-09,"CORD EZ PATCH,CAT5E, 5FT,WHT",$492.00 ,$246.00 ,50%,$302.27 ,39%,$300.00 ,MX,1 Year
Ortronics,EZC5E07Q50-04,"CORD EZ PATCH,CAT5E, 7FT,YEL",$556.00 ,$278.00 ,50%,$341.59 ,39%,$339.02 ,MX,1 Year
Ortronics,EZC5E07Q50-05,"CORD EZ PATCH,CAT5E, 7FT,GRN",$556.00 ,$278.00 ,50%,$341.59 ,39%,$339.02 ,MX,1 Year
Ortronics,EZC5E07Q50-06,"CORD EZ PATCH,CAT5E 7FT,BLUE",$556.00 ,$278.00 ,50%,$341.59 ,39%,$339.02 ,MX,1 Year
Ortronics,EZC5E07Q50-08,"CORD EZ PATCH,CAT5E, 7FT,GRY",$556.00 ,$278.00 ,50%,$341.59 ,39%,$339.02 ,MX,1 Year
Ortronics,EZC5E07Q50-09,"CORD EZ PATCH,CAT5E, 7FT,WHT",$556.00 ,$278.00 ,50%,$341.59 ,39%,$339.02 ,MX,1 Year
Ortronics,EZC5E09Q40-04,"CORD EZ PATCH,CAT5E, 9FT,YEL",$475.20 ,$237.60 ,50%,$291.95 ,39%,$289.76 ,MX,1 Year
Ortronics,EZC5E09Q40-05,"CORD EZ PATCH,CAT5E, 9FT,GRN",$475.20 ,$237.60 ,50%,$291.95 ,39%,$289.76 ,MX,1 Year
Ortronics,EZC5E09Q40-06,"CORD EZ PATCH,CAT5E, 9FT,BLUE",$475.20 ,$237.60 ,50%,$291.95 ,39%,$289.76 ,MX,1 Year
Ortronics,EZC5E09Q40-08,"CORD EZ PATCH,CAT5E, 9FT,GRY",$475.20 ,$237.60 ,50%,$291.95 ,39%,$289.76 ,MX,1 Year
Ortronics,EZC5E09Q40-09,"CORD EZ PATCH,CAT5E, 9FT,WHT",$475.20 ,$237.60 ,50%,$291.95 ,39%,$289.76 ,MX,1 Year
Ortronics,EZC5E10Q40-04,"CORD EZ PATCH,CAT5E, 10FT,YEL",$533.60 ,$266.80 ,50%,$327.82 ,39%,$325.37 ,MX,1 Year
Ortronics,EZC5E10Q40-05,"CORD EZ PATCH,CAT5E, 10FT,GRN",$533.60 ,$266.80 ,50%,$327.82 ,39%,$325.37 ,MX,1 Year
Ortronics,EZC5E10Q40-06,"CORD EZ PATCH,CAT5E, 10FT,BLUE",$533.60 ,$266.80 ,50%,$327.82 ,39%,$325.37 ,MX,1 Year
Ortronics,EZC5E15Q25-04,"CORD EZ PATCH,CAT5E, 15FT,YEL",$406.00 ,$203.00 ,50%,$249.43 ,39%,$247.56 ,MX,1 Year
Ortronics,EZC5E15Q25-05,"CORD EZ PATCH,CAT5E, 15FT,GRN",$406.00 ,$203.00 ,50%,$249.43 ,39%,$247.56 ,MX,1 Year
Ortronics,EZC5E15Q25-06,"CORD EZ PATCH,CAT5E, 15FT,BLUE",$406.00 ,$203.00 ,50%,$249.43 ,39%,$247.56 ,MX,1 Year
Ortronics,EZC5E15Q25-09,"CORD EZ PATCH,CAT5E,15FT,WHITE",$406.00 ,$203.00 ,50%,$249.43 ,39%,$247.56 ,MX,1 Year
Ortronics,EZC6A03Q50-06,"CORD EZ PATCH,CAT6A, 3FT,BLUE",$895.00 ,$447.50 ,50%,$549.86 ,39%,$545.73 ,MX,1 Year
Ortronics,EZC6A05Q50-05,"CORD EZ PATCH,CAT6A, 5FT,GRN",$969.00 ,$484.50 ,50%,$595.32 ,39%,$590.85 ,MX,1 Year
Ortronics,EZC6A05Q50-06,"CORD EZ PATCH,CAT6A, 5FT,BLUE",$969.00 ,$484.50 ,50%,$595.32 ,39%,$590.85 ,MX,1 Year
Ortronics,EZC6A07Q40-05,"CORD EZ PATCH,CAT6A, 7FT,GRN","$1,043.00 ",$521.50 ,50%,$640.78 ,39%,$635.98 ,MX,1 Year
Ortronics,EZC6A07Q40-06,"CORD EZ PATCH,CAT6A, 7FT,BLUE","$1,043.00 ",$521.50 ,50%,$640.78 ,39%,$635.98 ,MX,1 Year
Ortronics,EZC6A09Q30-05,"CORD EZ PATCH,CAT6A, 9FT,GRN",$893.60 ,$446.80 ,50%,$549.00 ,39%,$544.88 ,MX,1 Year
Ortronics,EZC6A09Q30-06,"CORD EZ PATCH,CAT6A, 9FT,BLUE",$893.60 ,$446.80 ,50%,$549.00 ,39%,$544.88 ,MX,1 Year
Ortronics,EZC6A15Q20-06,"CORD EZ PATCH,CAT6A, 15FT,BLUE",$669.50 ,$334.75 ,50%,$411.32 ,39%,$408.23 ,MX,1 Year
Ortronics,EZC603Q50-02,"CORD EZ PATCH,CAT6, 3FT,RED",$504.00 ,$252.00 ,50%,$309.64 ,39%,$307.32 ,MX,1 Year
Ortronics,EZC603Q50-04,"CORD EZ PATCH,CAT6, 3FT,YEL",$504.00 ,$252.00 ,50%,$309.64 ,39%,$307.32 ,MX,1 Year
Ortronics,EZC603Q50-05,"CORD EZ PATCH,CAT6, 3FT,GRN",$504.00 ,$252.00 ,50%,$309.64 ,39%,$307.32 ,MX,1 Year
Ortronics,EZC603Q50-06,"CORD EZ PATCH,CAT6, 3FT,BLUE",$504.00 ,$252.00 ,50%,$309.64 ,39%,$307.32 ,MX,1 Year
Ortronics,EZC603Q50-08,"CORD EZ PATCH,CAT6, 3FT,GRY",$504.00 ,$252.00 ,50%,$309.64 ,39%,$307.32 ,MX,1 Year
Ortronics,EZC603Q50-09,"CORD EZ PATCH,CAT6, 3FT,WHT",$504.00 ,$252.00 ,50%,$309.64 ,39%,$307.32 ,MX,1 Year
Ortronics,EZC605Q50-02,"CORD EZ PATCH,CAT6, 5FT,RED",$586.00 ,$293.00 ,50%,$360.02 ,39%,$357.32 ,MX,1 Year
Ortronics,EZC605Q50-04,"CORD EZ PATCH,CAT6, 5FT,YEL",$586.00 ,$293.00 ,50%,$360.02 ,39%,$357.32 ,MX,1 Year
Ortronics,EZC605Q50-05,"CORD EZ PATCH,CAT6, 5FT,GRN",$586.00 ,$293.00 ,50%,$360.02 ,39%,$357.32 ,MX,1 Year
Ortronics,EZC605Q50-06,"CORD EZ PATCH,CAT6, 5FT,BLUE",$586.00 ,$293.00 ,50%,$360.02 ,39%,$357.32 ,MX,1 Year
Ortronics,EZC605Q50-08,"CORD EZ PATCH,CAT6, 5FT,GRY",$586.00 ,$293.00 ,50%,$360.02 ,39%,$357.32 ,MX,1 Year
Ortronics,EZC605Q50-09,"CORD EZ PATCH,CAT6, 5FT,WHT",$586.00 ,$293.00 ,50%,$360.02 ,39%,$357.32 ,MX,1 Year
Ortronics,EZC607Q50-00,"CORD EZ PATCH,CAT6, 7FT,BLACK",$586.00 ,$293.00 ,50%,$360.02 ,39%,$357.32 ,MX,1 Year
Ortronics,EZC607Q50-02,"CORD EZ PATCH,CAT6, 7FT,RED",$668.00 ,$334.00 ,50%,$410.40 ,39%,$407.32 ,MX,1 Year
Ortronics,EZC607Q50-04,"CORD EZ PATCH,CAT6, 7FT,YEL",$668.00 ,$334.00 ,50%,$410.40 ,39%,$407.32 ,MX,1 Year
Ortronics,EZC607Q50-05,"CORD EZ PATCH,CAT6, 7FT,GRN",$668.00 ,$334.00 ,50%,$410.40 ,39%,$407.32 ,MX,1 Year
Ortronics,EZC607Q50-06,"CORD EZ PATCH,CAT6, 7FT,BLUE",$668.00 ,$334.00 ,50%,$410.40 ,39%,$407.32 ,MX,1 Year
Ortronics,EZC607Q50-07,"CORD EZ PATCH,CAT6, 7FT,PURPLE",$668.00 ,$334.00 ,50%,$410.40 ,39%,$407.32 ,MX,1 Year
Ortronics,EZC607Q50-08,"CORD EZ PATCH,CAT6, 7FT,GRY",$668.00 ,$334.00 ,50%,$410.40 ,39%,$407.32 ,MX,1 Year
Ortronics,EZC607Q50-09,"CORD EZ PATCH,CAT6, 7FT,WHT",$668.00 ,$334.00 ,50%,$410.40 ,39%,$407.32 ,MX,1 Year
Ortronics,EZC609Q40-02,"CORD EZ PATCH,CAT6, 9FT,RED",$601.60 ,$300.80 ,50%,$369.60 ,39%,$366.83 ,MX,1 Year
